"","SiteID","TreeName","Species","Maturity","EstYear","StudyArea","Elev","Vline","bins"
"1254","WIL","WD3121","ABLA","SAP",1953,"JNP",-50,1960,1950
"1255","WIL","WD3122","ABLA","SAP",1954,"JNP",-50,1960,1950
"1256","WIL","WD3124","ABLA","SAP",1956,"JNP",-50,1960,1955
"1257","WIL","WD3125","ABLA","SAP",1948,"JNP",-50,1960,1945
"1258","WIL","WD3126","ABLA","SAP",1945,"JNP",-50,1960,1945
"1259","WIL","WD3127","ABLA","SAP",1963,"JNP",-50,1960,1960
"1260","WIL","WD3128","ABLA","SAP",1956,"JNP",-50,1960,1955
"1261","WIL","WD3129","ABLA","SAP",1964,"JNP",-50,1960,1960
"1262","WIL","WD3132","ABLA","SAP",1952,"JNP",-50,1960,1950
"1263","WIL","WD3133","ABLA","SAP",1928,"JNP",-50,1960,1925
"1264","WIL","WD3134","ABLA","SAP",1935,"JNP",-50,1960,1935
"1265","WIL","WD3135","ABLA","SAP",1925,"JNP",-50,1960,1925
"1266","WIL","WD3136","ABLA","SAP",1954,"JNP",-50,1960,1950
"1267","WIL","WD3137","ABLA","SAP",1949,"JNP",-50,1960,1945
"1268","WIL","WD3139","ABLA","SAP",1959,"JNP",-50,1960,1955
"1269","WIL","WD3140","ABLA","SAP",1954,"JNP",-50,1960,1950
"1270","WIL","WD3141","ABLA","SAP",1950,"JNP",-50,1960,1950
"1271","WIL","WD3142","ABLA","SAP",1961,"JNP",-50,1960,1960
"1272","WIL","WD3144","ABLA","SAP",1955,"JNP",-50,1960,1955
"1273","WIL","WD3145","ABLA","SAP",1953,"JNP",-50,1960,1950
"1274","WIL","WD3146","ABLA","SAP",1946,"JNP",-50,1960,1945
"1275","WIL","WD3150","ABLA","SAP",1936,"JNP",-50,1960,1935
"1276","WIL","WD3151","ABLA","SAP",1951,"JNP",-50,1960,1950
"1277","WIL","WD3152","ABLA","SAP",1962,"JNP",-50,1960,1960
"1278","WIL","WD3156","ABLA","SAP",1951,"JNP",-50,1960,1950
"1279","WIL","WD3157","ABLA","SAP",1959,"JNP",-50,1960,1955
"1280","WIL","WD3160","ABLA","SAP",1961,"JNP",-50,1960,1960
"1281","WIL","WD3161","ABLA","SAP",1961,"JNP",-50,1960,1960
"1282","WIL","WA1103","PIEN","SAP",1966,"JNP",-125,1960,1965
"1283","WIL","WA1301","PIEN","SAP",1968,"JNP",-125,1960,1965
"1284","WIL","WA1306","PIEN","SAP",1967,"JNP",-125,1960,1965
"1285","WIL","WA1404","PIEN","SAP",1970,"JNP",-125,1960,1970
"1286","WIL","WA1406","PIEN","SAP",1968,"JNP",-125,1960,1965
"1287","WIL","WA1510","PIEN","SAP",1969,"JNP",-125,1960,1965
"1288","WIL","WA5305","PIEN","SAP",1967,"JNP",-125,1960,1965
"1289","WIL","WA5402","PIEN","SAP",1972,"JNP",-125,1960,1970
"1290","WIL","WA5403","PIEN","SAP",1968,"JNP",-125,1960,1965
"1291","WIL","WA5502","PIEN","SAP",1968,"JNP",-125,1960,1965
"1292","WIL","WA6302","PIEN","SAP",1970,"JNP",-125,1960,1970
"1293","WIL","WA6401","PIEN","SAP",1970,"JNP",-125,1960,1970
"1294","WIL","WA6505","PIEN","SAP",1970,"JNP",-125,1960,1970
"1295","WIL","WB1202","PIEN","SAP",1923,"JNP",-100,1960,1920
"1296","WIL","WB2301","PIEN","SAP",1965,"JNP",-100,1960,1965
"1297","WIL","WB3101","PIEN","SAP",1974,"JNP",-100,1960,1970
"1298","WIL","WB3102","PIEN","SAP",1970,"JNP",-100,1960,1970
"1299","WIL","WB3103","PIEN","SAP",1969,"JNP",-100,1960,1965
"1300","WIL","WB3104","PIEN","SAP",1974,"JNP",-100,1960,1970
"1301","WIL","WB3105","PIEN","SAP",1967,"JNP",-100,1960,1965
"1302","WIL","WB3201","PIEN","SAP",1967,"JNP",-100,1960,1965
"1303","WIL","WB3301","PIEN","SAP",1966,"JNP",-100,1960,1965
"1304","WIL","WB3302","PIEN","SAP",1964,"JNP",-100,1960,1960
"1305","WIL","WB3303","PIEN","SAP",1967,"JNP",-100,1960,1965
"1306","WIL","WB3401","PIEN","SAP",1967,"JNP",-100,1960,1965
"1307","WIL","WB3403","PIEN","SAP",1965,"JNP",-100,1960,1965
"1308","WIL","WB3404","PIEN","SAP",1967,"JNP",-100,1960,1965
"1309","WIL","WB3407","PIEN","SAP",1968,"JNP",-100,1960,1965
"1310","WIL","WB3506","PIEN","SAP",1967,"JNP",-100,1960,1965
"1311","WIL","WB4201","PIEN","SAP",1968,"JNP",-100,1960,1965
"1312","WIL","WB4202","PIEN","SAP",1968,"JNP",-100,1960,1965
"1313","WIL","WB4203","PIEN","SAP",1969,"JNP",-100,1960,1965
"1314","WIL","WB4204","PIEN","SAP",1965,"JNP",-100,1960,1965
"1315","WIL","WB4401","PIEN","SAP",1969,"JNP",-100,1960,1965
"1316","WIL","WB4403","PIEN","SAP",1969,"JNP",-100,1960,1965
"1317","WIL","WB5301","PIEN","SAP",1965,"JNP",-100,1960,1965
"1318","WIL","WB6103","PIEN","SAP",1964,"JNP",-100,1960,1960
"1319","WIL","WB6104","PIEN","SAP",1967,"JNP",-100,1960,1965
"1320","WIL","WC2101","PIEN","SAP",1972,"JNP",-75,1960,1970
"1321","WIL","WC2102","PIEN","SAP",1971,"JNP",-75,1960,1970
"1322","WIL","WC2103","PIEN","SAP",1971,"JNP",-75,1960,1970
"1323","WIL","WC3103","PIEN","SAP",1969,"JNP",-75,1960,1965
"1324","WIL","WC3104","PIEN","SAP",1972,"JNP",-75,1960,1970
"1325","WIL","WC3107","PIEN","SAP",1970,"JNP",-75,1960,1970
"1326","WIL","WC3302","PIEN","SAP",1966,"JNP",-75,1960,1965
"1327","WIL","WC3502","PIEN","SAP",1970,"JNP",-75,1960,1970
"1328","WIL","WC4202","PIEN","SAP",1966,"JNP",-75,1960,1965
"1329","WIL","WC6301","PIEN","SAP",1964,"JNP",-75,1960,1960
"1330","WIL","WD3301","PIEN","SAP",1973,"JNP",-50,1960,1970
"1331","WIL","WD3302","PIEN","SAP",1965,"JNP",-50,1960,1965
"1332","WIL","WD4102","PIEN","SAP",1967,"JNP",-50,1960,1965
"1333","WIL","WD4203","PIEN","SAP",1965,"JNP",-50,1960,1965
"1334","WIL","WE1101","PIEN","SAP",1969,"JNP",-25,1960,1965
"1335","WIL","WE1102","PIEN","SAP",1968,"JNP",-25,1960,1965
"1336","WIL","WE1103","PIEN","SAP",1966,"JNP",-25,1960,1965
"1337","WIL","WE1302","PIEN","SAP",1970,"JNP",-25,1960,1970
"1338","WIL","WE1401","PIEN","SAP",1971,"JNP",-25,1960,1970
"1339","WIL","WE1406","PIEN","SAP",1969,"JNP",-25,1960,1965
"1340","WIL","WE1407","PIEN","SAP",1970,"JNP",-25,1960,1970
"1341","WIL","WE1504","PIEN","SAP",1966,"JNP",-25,1960,1965
"1342","WIL","WE1507","PIEN","SAP",1971,"JNP",-25,1960,1970
"1343","WIL","WI1501","PIEN","SAP",1970,"JNP",75,1960,1970
"1344","WIL","WI1504","PIEN","SAP",1971,"JNP",75,1960,1970
"1345","WIL","WI1505","PIEN","SAP",1968,"JNP",75,1960,1965
"1346","WIL","WI2501","PIEN","SAP",1967,"JNP",75,1960,1965
"1347","WIL","WI5304","PIEN","SAP",1971,"JNP",75,1960,1970
"1348","WIL","WI6301","PIEN","SAP",1971,"JNP",75,1960,1970
"1349","WIL","WI6302","PIEN","SAP",1968,"JNP",75,1960,1965
"1350","WIL","WI6303","PIEN","SAP",1969,"JNP",75,1960,1965
"1351","WIL","WC2303","PIEN","SAP",1976,"JNP",-75,1960,1975
"1352","WIL","WF6404","PIEN","SAP",1985,"JNP",0,1960,1985
"1353","WIL","WA1205","ABLA","SAP",1901,"JNP",-125,1960,1900
"1354","WIL","WA1207","ABLA","SAP",1923,"JNP",-125,1960,1920
"1355","WIL","WA1208","ABLA","SAP",1925,"JNP",-125,1960,1925
"1356","WIL","WA1212","ABLA","SAP",1910,"JNP",-125,1960,1910
"1357","WIL","WA1213","ABLA","SAP",1926,"JNP",-125,1960,1925
"1358","WIL","WA1214","ABLA","SAP",1941,"JNP",-125,1960,1940
"1359","WIL","WA1215","ABLA","SAP",1937,"JNP",-125,1960,1935
"1360","WIL","WA1216","ABLA","SAP",1950,"JNP",-125,1960,1950
"1361","WIL","WA1217","ABLA","SAP",1944,"JNP",-125,1960,1940
"1362","WIL","WA1218","ABLA","SAP",1942,"JNP",-125,1960,1940
"1363","WIL","WA1219","ABLA","SAP",1942,"JNP",-125,1960,1940
"1364","WIL","WA1220","ABLA","SAP",1952,"JNP",-125,1960,1950
"1365","WIL","WA1221","ABLA","SAP",1939,"JNP",-125,1960,1935
"1366","WIL","WA1225","ABLA","SAP",1929,"JNP",-125,1960,1925
"1367","WIL","WA1508","ABLA","SAP",1967,"JNP",-125,1960,1965
"1368","WIL","WA2104","ABLA","SAP",1955,"JNP",-125,1960,1955
"1369","WIL","WA5503","ABLA","SAP",1965,"JNP",-125,1960,1965
"1370","WIL","WA5505","ABLA","SAP",1967,"JNP",-125,1960,1965
"1371","WIL","WB2302","ABLA","SAP",1965,"JNP",-100,1960,1965
"1372","WIL","WB2402","ABLA","SAP",1967,"JNP",-100,1960,1965
"1373","WIL","WB2502","ABLA","SAP",1964,"JNP",-100,1960,1960
"1374","WIL","WB2503","ABLA","SAP",1963,"JNP",-100,1960,1960
"1375","WIL","WB3505","ABLA","SAP",1965,"JNP",-100,1960,1965
"1376","WIL","WC2302","ABLA","SAP",1964,"JNP",-75,1960,1960
"1377","WIL","WC2401","ABLA","SAP",1967,"JNP",-75,1960,1965
"1378","WIL","WD3115","ABLA","MAT",1937,"JNP",-50,1960,1935
"1379","WIL","WD3147","ABLA","SAP",1932,"JNP",-50,1960,1930
"1380","WIL","WD3202","ABLA","MAT",1922,"JNP",-50,1960,1920
"1381","WIL","WE2204","ABLA","SAP",1957,"JNP",-25,1960,1955
"1382","WIL","WE2205","ABLA","SAP",1962,"JNP",-25,1960,1960
"1383","WIL","WE2208","ABLA","SAP",1964,"JNP",-25,1960,1960
"1384","WIL","WE2305","ABLA","SAP",1968,"JNP",-25,1960,1965
"1385","WIL","WI3304","ABLA","SAP",1921,"JNP",75,1960,1920
"1386","WIL","WI3308","ABLA","SAP",1812,"JNP",75,1960,1810
"1387","WIL","WI3309","ABLA","MAT",1828,"JNP",75,1960,1825
"1388","WIL","WD2101","ABLA","SAP",1964,"JNP",-50,1960,1960
"1389","WIL","WD3102","ABLA","MAT",1918,"JNP",-50,1960,1915
"1390","WIL","WD3113","ABLA","SAP",1926,"JNP",-50,1960,1925
"1391","WIL","WD3114","ABLA","SAP",1941,"JNP",-50,1960,1940
"1392","WIL","WD3118","ABLA","SAP",1914,"JNP",-50,1960,1910
"1393","WIL","WD3143","ABLA","SAP",1945,"JNP",-50,1960,1945
"1394","WIL","WD3149","ABLA","SAP",1922,"JNP",-50,1960,1920
"1395","WIL","WD3153","ABLA","SAP",1909,"JNP",-50,1960,1905
"1396","WIL","WD3158","ABLA","SAP",1949,"JNP",-50,1960,1945
"1397","WIL","WD3159","ABLA","SAP",1937,"JNP",-50,1960,1935
"1398","WIL","WD3123","ABLA","SAP",1947,"JNP",-50,1960,1945
"1399","WIL","WA1106","PIEN","SAP",1957,"JNP",-125,1960,1955
"1400","WIL","WA1310","PIEN","MAT",1931,"JNP",-125,1960,1930
"1401","WIL","WA1403","PIEN","MAT",1963,"JNP",-125,1960,1960
"1402","WIL","WA2102","PIEN","MAT",1943,"JNP",-125,1960,1940
"1403","WIL","WA2301","PIEN","SAP",1960,"JNP",-125,1960,1960
"1404","WIL","WA2501","PIEN","MAT",1853,"JNP",-125,1960,1850
"1405","WIL","WA2503","PIEN","MAT",1853,"JNP",-125,1960,1850
"1406","WIL","WA2505","PIEN","MAT",1863,"JNP",-125,1960,1860
"1407","WIL","WA3102","PIEN","MAT",1916,"JNP",-125,1960,1915
"1408","WIL","WA3304","PIEN","SAP",1966,"JNP",-125,1960,1965
"1409","WIL","WA3305","PIEN","MAT",1917,"JNP",-125,1960,1915
"1410","WIL","WA3307","PIEN","MAT",1910,"JNP",-125,1960,1910
"1411","WIL","WA3401","PIEN","MAT",1806,"JNP",-125,1960,1805
"1412","WIL","WA3403","PIEN","MAT",1925,"JNP",-125,1960,1925
"1413","WIL","WA3404","PIEN","SAP",1935,"JNP",-125,1960,1935
"1414","WIL","WA3502","PIEN","MAT",1873,"JNP",-125,1960,1870
"1415","WIL","WA4302","PIEN","MAT",1935,"JNP",-125,1960,1935
"1416","WIL","WA4401","PIEN","SAP",1950,"JNP",-125,1960,1950
"1417","WIL","WA5101","PIEN","MAT",1860,"JNP",-125,1960,1860
"1418","WIL","WA5102","PIEN","MAT",1868,"JNP",-125,1960,1865
"1419","WIL","WA5103","PIEN","MAT",1893,"JNP",-125,1960,1890
"1420","WIL","WA5104","PIEN","MAT",1895,"JNP",-125,1960,1895
"1421","WIL","WA5501","PIEN","SAP",1968,"JNP",-125,1960,1965
"1422","WIL","WA6101","PIEN","MAT",1793,"JNP",-125,1960,1790
"1423","WIL","WA6201","PIEN","MAT",1881,"JNP",-125,1960,1880
"1424","WIL","WA6203","PIEN","MAT",1865,"JNP",-125,1960,1865
"1425","WIL","WA6204","PIEN","SAP",1928,"JNP",-125,1960,1925
"1426","WIL","WB1203","PIEN","MAT",1938,"JNP",-100,1960,1935
"1427","WIL","WB2201","PIEN","SAP",1967,"JNP",-100,1960,1965
"1428","WIL","WB3408","PIEN","SAP",1967,"JNP",-100,1960,1965
"1429","WIL","WB4206","PIEN","SAP",1965,"JNP",-100,1960,1965
"1430","WIL","WB4402","PIEN","SAP",1966,"JNP",-100,1960,1965
"1431","WIL","WB6201","PIEN","MAT",1928,"JNP",-100,1960,1925
"1432","WIL","WC1501","PIEN","SAP",1970,"JNP",-75,1960,1970
"1433","WIL","WC2105","PIEN","SAP",1966,"JNP",-75,1960,1965
"1434","WIL","WC2106","PIEN","SAP",1967,"JNP",-75,1960,1965
"1435","WIL","WC2201","PIEN","MAT",1956,"JNP",-75,1960,1955
"1436","WIL","WC2202","PIEN","SAP",1972,"JNP",-75,1960,1970
"1437","WIL","WC2204","PIEN","SAP",1970,"JNP",-75,1960,1970
"1438","WIL","WC3105","PIEN","SAP",1969,"JNP",-75,1960,1965
"1439","WIL","WC3106","PIEN","SAP",1966,"JNP",-75,1960,1965
"1440","WIL","WC3108","PIEN","SAP",1964,"JNP",-75,1960,1960
"1441","WIL","WC3301","PIEN","SAP",1968,"JNP",-75,1960,1965
"1442","WIL","WC3401","PIEN","SAP",1966,"JNP",-75,1960,1965
"1443","WIL","WC4201","PIEN","SAP",1955,"JNP",-75,1960,1955
"1444","WIL","WC4302","PIEN","MAT",1914,"JNP",-75,1960,1910
"1445","WIL","WC4303","PIEN","MAT",1938,"JNP",-75,1960,1935
"1446","WIL","WC5401","PIEN","SAP",1967,"JNP",-75,1960,1965
"1447","WIL","WD1302","PIEN","MAT",1891,"JNP",-50,1960,1890
"1448","WIL","WD4204","PIEN","SAP",1965,"JNP",-50,1960,1965
"1449","WIL","WD4301","PIEN","SAP",1970,"JNP",-50,1960,1970
"1450","WIL","WD4402","PIEN","MAT",1912,"JNP",-50,1960,1910
"1451","WIL","WD5301","PIEN","SAP",1963,"JNP",-50,1960,1960
"1452","WIL","WE1202","PIEN","SAP",1967,"JNP",-25,1960,1965
"1453","WIL","WE1304","PIEN","SAP",1950,"JNP",-25,1960,1950
"1454","WIL","WE1402","PIEN","SAP",1968,"JNP",-25,1960,1965
"1455","WIL","WE1405","PIEN","SAP",1970,"JNP",-25,1960,1970
"1456","WIL","WE1506","PIEN","SAP",1967,"JNP",-25,1960,1965
"1457","WIL","WE1508","PIEN","SAP",1966,"JNP",-25,1960,1965
"1458","WIL","WE1510","PIEN","SAP",1967,"JNP",-25,1960,1965
"1459","WIL","WE1513","PIEN","SAP",1972,"JNP",-25,1960,1970
"1460","WIL","WE2101","PIEN","SAP",1968,"JNP",-25,1960,1965
"1461","WIL","WE2102","PIEN","SAP",1966,"JNP",-25,1960,1965
"1462","WIL","WE2201","PIEN","SAP",1962,"JNP",-25,1960,1960
"1463","WIL","WE2207","PIEN","SAP",1968,"JNP",-25,1960,1965
"1464","WIL","WE2209","PIEN","SAP",1964,"JNP",-25,1960,1960
"1465","WIL","WE2402","PIEN","SAP",1965,"JNP",-25,1960,1965
"1466","WIL","WE2404","PIEN","SAP",1965,"JNP",-25,1960,1965
"1467","WIL","WE2501","PIEN","SAP",1971,"JNP",-25,1960,1970
"1468","WIL","WE3201","PIEN","SAP",1964,"JNP",-25,1960,1960
"1469","WIL","WE3203","PIEN","SAP",1975,"JNP",-25,1960,1975
"1470","WIL","WE3303","PIEN","SAP",1949,"JNP",-25,1960,1945
"1471","WIL","WE4201","PIEN","SAP",1966,"JNP",-25,1960,1965
"1472","WIL","WF1101","PIEN","SAP",1966,"JNP",0,1960,1965
"1473","WIL","WG6301","PIEN","SAP",1909,"JNP",25,1960,1905
"1474","WIL","WG6302","PIEN","MAT",1916,"JNP",25,1960,1915
"1475","WIL","WH4201","PIEN","MAT",1777,"JNP",50,1960,1775
"1476","WIL","WH4206","PIEN","MAT",1817,"JNP",50,1960,1815
"1477","WIL","WH4501","PIEN","MAT",1938,"JNP",50,1960,1935
"1478","WIL","WH5206","PIEN","MAT",1860,"JNP",50,1960,1860
"1479","WIL","WH5208","PIEN","MAT",1801,"JNP",50,1960,1800
"1480","WIL","WH5402","PIEN","MAT",1936,"JNP",50,1960,1935
"1481","WIL","WI2101","PIEN","SAP",1957,"JNP",75,1960,1955
"1482","WIL","WI4201","PIEN","SAP",1967,"JNP",75,1960,1965
"1483","WIL","WI4303","PIEN","SAP",1839,"JNP",75,1960,1835
"1484","WIL","WI4305","PIEN","SAP",1813,"JNP",75,1960,1810
"1485","WIL","WI4306","PIEN","SAP",1855,"JNP",75,1960,1855
"1486","WIL","WI4308","PIEN","SAP",1900,"JNP",75,1960,1900
"1487","WIL","WI5303","PIEN","SAP",1959,"JNP",75,1960,1955
"1488","WIL","WI5501","PIEN","SAP",1957,"JNP",75,1960,1955
"1489","WIL","WA4202","PIEN","MAT",1940,"JNP",-125,1960,1940
"1490","WIL","WA4301","PIEN","SAP",1925,"JNP",-125,1960,1925
"1491","WIL","WA3101","PIEN","SAP",1912,"JNP",-125,1960,1910
"1492","WIL","WI1503","PIEN","SAP",1951,"JNP",75,1960,1950
"1493","WIL","WB6406","PIEN","SAP",1897,"JNP",-100,1960,1895
"1494","WIL","WC1302","PIEN","MAT",1943,"JNP",-75,1960,1940
"1495","WIL","WC5204","PIEN","SAP",1905,"JNP",-75,1960,1905
"1496","WIL","WC5207","PIEN","SAP",1908,"JNP",-75,1960,1905
"1497","WIL","WD1301","PIEN","SAP",1920,"JNP",-50,1960,1920
"1498","WIL","WE3304","PIEN","SAP",1961,"JNP",-25,1960,1960
"1499","WIL","WF6402","PIEN","SAP",1922,"JNP",0,1960,1920
"1500","WIL","WF6403","PIEN","SAP",1979,"JNP",0,1960,1975
"1501","WIL","WH2504","PIEN","SAP",1980,"JNP",50,1960,1980
"1502","WIL","WH2507","PIEN","SAP",1956,"JNP",50,1960,1955
"1503","WIL","WH2509","PIEN","MAT",1849,"JNP",50,1960,1845
"1504","WIL","WH3502","PIEN","SAP",1933,"JNP",50,1960,1930
"1505","WIL","WH4102","PIEN","SAP",1831,"JNP",50,1960,1830
"1506","WIL","WH4104","PIEN","SAP",1916,"JNP",50,1960,1915
"1507","WIL","WH5203","PIEN","MAT",1828,"JNP",50,1960,1825
"1508","WIL","WH5204","PIEN","SAP",1933,"JNP",50,1960,1930
"1509","WIL","WI6403","PIEN","SAP",1953,"JNP",75,1960,1950
"1510","WIL","WI6404","PIEN","SAP",1919,"JNP",75,1960,1915
"1511","WIL","WI6405","PIEN","SAP",1956,"JNP",75,1960,1955
"1512","WIL","WI6406","PIEN","SAP",1939,"JNP",75,1960,1935
"1513","WIL","WK4201","PIAL","SAP",1943,"JNP",125,1960,1940
"1514","WIL","WK4204","PIAL","SAP",1940,"JNP",125,1960,1940
"1515","WIL","WA1201","ABLA","SAP",1935,"JNP",-125,1960,1935
"1516","WIL","WA1202","ABLA","SAP",1934,"JNP",-125,1960,1930
"1517","WIL","WA1203","ABLA","SAP",1958,"JNP",-125,1960,1955
"1518","WIL","WA1204","ABLA","SAP",1952,"JNP",-125,1960,1950
"1519","WIL","WA1206","ABLA","SAP",1899,"JNP",-125,1960,1895
"1520","WIL","WA1209","ABLA","SAP",1904,"JNP",-125,1960,1900
"1521","WIL","WA1210","ABLA","SAP",1911,"JNP",-125,1960,1910
"1522","WIL","WA1211","ABLA","SAP",1939,"JNP",-125,1960,1935
"1523","WIL","WB1401","ABLA","SAP",1964,"JNP",-100,1960,1960
"1524","WIL","WB2401","ABLA","SAP",1976,"JNP",-100,1960,1975
"1525","WIL","WB4304","ABLA","MAT",1949,"JNP",-100,1960,1945
"1526","WIL","WB4306","ABLA","MAT",1953,"JNP",-100,1960,1950
"1527","WIL","WC2304","ABLA","SAP",1972,"JNP",-75,1960,1970
"1528","WIL","WC3203","ABLA","SAP",1972,"JNP",-75,1960,1970
"1529","WIL","WD3110","ABLA","MAT",1911,"JNP",-50,1960,1910
"1530","WIL","WD3117","ABLA","MAT",1890,"JNP",-50,1960,1890
"1531","WIL","WD3201","ABLA","MAT",1922,"JNP",-50,1960,1920
"1532","WIL","WD3203","ABLA","MAT",1923,"JNP",-50,1960,1920
"1533","WIL","WI1304","ABLA","SAP",1967,"JNP",75,1960,1965
"1534","WIL","WI3301","ABLA","SAP",1826,"JNP",75,1960,1825
"1535","WIL","WI3302","ABLA","SAP",1826,"JNP",75,1960,1825
"1536","WIL","WI3303","ABLA","SAP",1888,"JNP",75,1960,1885
"1537","WIL","WI3305","ABLA","MAT",1850,"JNP",75,1960,1850
"1538","WIL","WI3306","ABLA","SAP",1911,"JNP",75,1960,1910
"1539","WIL","WI3401","ABLA","MAT",1832,"JNP",75,1960,1830
"1540","WIL","WB4305","ABLA","SAP",1942,"JNP",-100,1960,1940
"1541","WIL","WB4307","ABLA","SAP",1956,"JNP",-100,1960,1955
"1542","WIL","WD3116","ABLA","MAT",1926,"JNP",-50,1960,1925
"1543","WIL","WD3120","ABLA","SAP",1896,"JNP",-50,1960,1895
"1544","WIL","WA1224","ABLA","SAP",1940,"JNP",-125,1960,1940
"1545","WIL","WD3101","ABLA","SAP",1943,"JNP",-50,1960,1940
"1546","WIL","WD3111","ABLA","SAP",1925,"JNP",-50,1960,1925
"1547","WIL","WD3112","ABLA","SAP",1914,"JNP",-50,1960,1910
"1548","WIL","WD3119","ABLA","SAP",1886,"JNP",-50,1960,1885
"1549","WIL","WD3130","ABLA","SAP",1941,"JNP",-50,1960,1940
"1550","WIL","WD3131","ABLA","SAP",1941,"JNP",-50,1960,1940
"1551","WIL","WD3148","ABLA","SAP",1929,"JNP",-50,1960,1925
"1552","WIL","WD3154","ABLA","SAP",1931,"JNP",-50,1960,1930
"1553","WIL","WD3204","ABLA","SAP",1940,"JNP",-50,1960,1940
"1554","WIL","WB4404","PIEN","MAT",1937,"JNP",-100,1960,1935
"1555","WIL","WB5101","PIEN","SAP",1972,"JNP",-100,1960,1970
"1556","WIL","WC6402","PIEN","SAP",1972,"JNP",-75,1960,1970
"1557","WIL","WC6403","PIEN","SAP",1979,"JNP",-75,1960,1975
"1558","WIL","WA1313","PIEN","MAT",1945,"JNP",-125,1960,1945
"1559","WIL","WA2502","PIEN","MAT",1853,"JNP",-125,1960,1850
"1560","WIL","WA2504","PIEN","MAT",1869,"JNP",-125,1960,1865
"1561","WIL","WA3101","PIEN","SAP",1947,"JNP",-125,1960,1945
"1562","WIL","WA3302","PIEN","MAT",1936,"JNP",-125,1960,1935
"1563","WIL","WA3501","PIEN","MAT",1881,"JNP",-125,1960,1880
"1564","WIL","WA3504","PIEN","MAT",1936,"JNP",-125,1960,1935
"1565","WIL","WA3505","PIEN","MAT",1900,"JNP",-125,1960,1900
"1566","WIL","WA4101","PIEN","MAT",1929,"JNP",-125,1960,1925
"1567","WIL","WA6202","PIEN","MAT",1859,"JNP",-125,1960,1855
"1568","WIL","WB2102","PIEN","SAP",1957,"JNP",-100,1960,1955
"1569","WIL","WB2501","PIEN","SAP",1967,"JNP",-100,1960,1965
"1570","WIL","WB3405","PIEN","SAP",1971,"JNP",-100,1960,1970
"1571","WIL","WB3406","PIEN","SAP",1976,"JNP",-100,1960,1975
"1572","WIL","WB3507","PIEN","SAP",1973,"JNP",-100,1960,1970
"1573","WIL","WB4303","PIEN","MAT",1916,"JNP",-100,1960,1915
"1574","WIL","WB6302","PIEN","MAT",1829,"JNP",-100,1960,1825
"1575","WIL","WB6401","PIEN","MAT",1907,"JNP",-100,1960,1905
"1576","WIL","WB6405","PIEN","MAT",1860,"JNP",-100,1960,1860
"1577","WIL","WB6407","PIEN","MAT",1893,"JNP",-100,1960,1890
"1578","WIL","WC1301","PIEN","MAT",1910,"JNP",-75,1960,1910
"1579","WIL","WC2104","PIEN","SAP",1973,"JNP",-75,1960,1970
"1580","WIL","WC2203","PIEN","SAP",1972,"JNP",-75,1960,1970
"1581","WIL","WC2205","PIEN","SAP",1966,"JNP",-75,1960,1965
"1582","WIL","WC2305","PIEN","SAP",1972,"JNP",-75,1960,1970
"1583","WIL","WC2402","PIEN","SAP",1976,"JNP",-75,1960,1975
"1584","WIL","WC3204","PIEN","SAP",1966,"JNP",-75,1960,1965
"1585","WIL","WC3402","PIEN","SAP",1974,"JNP",-75,1960,1970
"1586","WIL","WC3501","PIEN","SAP",1963,"JNP",-75,1960,1960
"1587","WIL","WC3503","PIEN","SAP",1970,"JNP",-75,1960,1970
"1588","WIL","WC4301","PIEN","MAT",1906,"JNP",-75,1960,1905
"1589","WIL","WC4304","PIEN","MAT",1903,"JNP",-75,1960,1900
"1590","WIL","WC4305","PIEN","MAT",1897,"JNP",-75,1960,1895
"1591","WIL","WC4306","PIEN","MAT",1875,"JNP",-75,1960,1875
"1592","WIL","WC5202","PIEN","MAT",1910,"JNP",-75,1960,1910
"1593","WIL","WC5301","PIEN","SAP",1962,"JNP",-75,1960,1960
"1594","WIL","WC5402","PIEN","SAP",1975,"JNP",-75,1960,1975
"1595","WIL","WC5403","PIEN","SAP",1979,"JNP",-75,1960,1975
"1596","WIL","WC6401","PIEN","SAP",1976,"JNP",-75,1960,1975
"1597","WIL","WD4101","PIEN","SAP",1969,"JNP",-50,1960,1965
"1598","WIL","WD4205","PIEN","MAT",1933,"JNP",-50,1960,1930
"1599","WIL","WD5501","PIEN","SAP",1961,"JNP",-50,1960,1960
"1600","WIL","WE1203","PIEN","SAP",1977,"JNP",-25,1960,1975
"1601","WIL","WE1403","PIEN","SAP",1982,"JNP",-25,1960,1980
"1602","WIL","WE1501","PIEN","SAP",1970,"JNP",-25,1960,1970
"1603","WIL","WE1502","PIEN","SAP",1973,"JNP",-25,1960,1970
"1604","WIL","WE1509","PIEN","SAP",1975,"JNP",-25,1960,1975
"1605","WIL","WE1512","PIEN","SAP",1980,"JNP",-25,1960,1980
