,SiteID,TreeName,Species,Maturity,EstYear,StudyArea,Elev.x,Elev.y
1332,HIL,HB6461,ABLA,SEE,1943,JNP,-100,2198.392713
1333,HIL,HB6462,ABLA,SEE,1928,JNP,-100,2198.392713
1334,HIL,HB6463,ABLA,SEE,1954,JNP,-100,2198.392713
1335,HIL,HB6464,ABLA,SEE,1950,JNP,-100,2198.392713
1336,HIL,HB6465,ABLA,SEE,1954,JNP,-100,2198.392713
1337,HIL,HB6466,ABLA,SEE,1955,JNP,-100,2198.392713
1338,HIL,HB6467,ABLA,SEE,1958,JNP,-100,2198.392713
1339,HIL,HB6468,ABLA,SEE,1933,JNP,-100,2198.392713
1340,HIL,HB6469,ABLA,SEE,1925,JNP,-100,2198.392713
1341,HIL,HB6470,ABLA,SEE,1946,JNP,-100,2198.392713
1342,HIL,HB6471,ABLA,SEE,1939,JNP,-100,2198.392713
1343,HIL,HB6472,ABLA,SEE,1950,JNP,-100,2198.392713
1344,HIL,HB6473,ABLA,SEE,1941,JNP,-100,2198.392713
1345,HIL,HB6474,ABLA,SEE,1936,JNP,-100,2198.392713
1346,HIL,HB6475,ABLA,SEE,1965,JNP,-100,2198.392713
1347,HIL,HB6476,ABLA,SEE,1947,JNP,-100,2198.392713
1348,HIL,HB6477,ABLA,SEE,1883,JNP,-100,2198.392713
1349,HIL,HB6478,ABLA,SEE,1951,JNP,-100,2198.392713
1350,HIL,HB6479,ABLA,SEE,1945,JNP,-100,2198.392713
1351,HIL,HB6480,ABLA,SEE,1949,JNP,-100,2198.392713
1352,HIL,HB6481,ABLA,SEE,1928,JNP,-100,2198.392713
1353,HIL,HB6482,ABLA,SEE,1942,JNP,-100,2198.392713
1354,HIL,HB6483,ABLA,SEE,1923,JNP,-100,2198.392713
1355,HIL,HB6484,ABLA,SEE,1958,JNP,-100,2198.392713
1356,HIL,HB6485,ABLA,SEE,1932,JNP,-100,2198.392713
1357,HIL,HB6486,ABLA,SEE,1923,JNP,-100,2198.392713
1358,HIL,HB6487,ABLA,SEE,1914,JNP,-100,2198.392713
1359,HIL,HB6501,ABLA,SEE,1964,JNP,-100,2198.392713
1360,HIL,HB6502,ABLA,SEE,1972,JNP,-100,2198.392713
1361,HIL,HB6503,PIEN,SEE,1967,JNP,-100,2198.392713
1362,HIL,HB6504,ABLA,SEE,1962,JNP,-100,2198.392713
1363,HIL,HB6505,ABLA,SEE,1966,JNP,-100,2198.392713
1364,HIL,HB6506,ABLA,SEE,1980,JNP,-100,2198.392713
1365,HIL,HB6507,ABLA,SEE,1984,JNP,-100,2198.392713
1366,HIL,HB6508,ABLA,SEE,1971,JNP,-100,2198.392713
1367,HIL,HB6509,ABLA,SEE,1973,JNP,-100,2198.392713
1368,HIL,HB6510,ABLA,SEE,1944,JNP,-100,2198.392713
1369,HIL,HB6511,ABLA,SEE,1964,JNP,-100,2198.392713
1370,HIL,HB6512,ABLA,SEE,1971,JNP,-100,2198.392713
1371,HIL,HB6513,ABLA,SEE,1965,JNP,-100,2198.392713
1372,HIL,HB6514,ABLA,SEE,1969,JNP,-100,2198.392713
1373,HIL,HB6515,PIEN,SEE,1974,JNP,-100,2198.392713
1374,HIL,HB6516,ABLA,SEE,1961,JNP,-100,2198.392713
1375,HIL,HB6517,ABLA,SEE,1981,JNP,-100,2198.392713
1376,HIL,HB6518,ABLA,SEE,1966,JNP,-100,2198.392713
1377,HIL,HB6519,ABLA,SEE,1973,JNP,-100,2198.392713
1378,HIL,HB6520,ABLA,SEE,1967,JNP,-100,2198.392713
1379,HIL,HB6521,ABLA,SEE,1967,JNP,-100,2198.392713
1380,HIL,HB6522,ABLA,SEE,1982,JNP,-100,2198.392713
1381,HIL,HB6523,ABLA,SEE,1979,JNP,-100,2198.392713
1382,HIL,HB6524,ABLA,SEE,1968,JNP,-100,2198.392713
1383,HIL,HB6525,ABLA,SEE,1965,JNP,-100,2198.392713
1384,HIL,HB6526,ABLA,SEE,1966,JNP,-100,2198.392713
1385,HIL,HB6527,ABLA,SEE,1968,JNP,-100,2198.392713
1386,HIL,HB6528,ABLA,SEE,1981,JNP,-100,2198.392713
1387,HIL,HB6529,ABLA,SEE,1966,JNP,-100,2198.392713
1388,HIL,HB6530,ABLA,SEE,1968,JNP,-100,2198.392713
1389,HIL,HB6531,ABLA,SEE,1970,JNP,-100,2198.392713
1390,HIL,HB6532,ABLA,SEE,1968,JNP,-100,2198.392713
1391,HIL,HB6533,ABLA,SEE,1972,JNP,-100,2198.392713
1392,HIL,HB6534,ABLA,SEE,1964,JNP,-100,2198.392713
1393,HIL,HB6535,ABLA,SEE,1964,JNP,-100,2198.392713
1394,HIL,HB6536,ABLA,SEE,1981,JNP,-100,2198.392713
1395,HIL,HB6537,ABLA,SEE,1965,JNP,-100,2198.392713
1396,HIL,HB6538,ABLA,SEE,1972,JNP,-100,2198.392713
1397,HIL,HB6539,ABLA,SEE,1970,JNP,-100,2198.392713
1398,HIL,HB6540,ABLA,SEE,1971,JNP,-100,2198.392713
1399,HIL,HB6541,ABLA,SEE,1967,JNP,-100,2198.392713
1400,HIL,HB6542,ABLA,SEE,1966,JNP,-100,2198.392713
1401,HIL,HB6543,ABLA,SEE,1969,JNP,-100,2198.392713
1402,HIL,HB6544,ABLA,SEE,1966,JNP,-100,2198.392713
1403,HIL,HB6545,ABLA,SEE,1968,JNP,-100,2198.392713
1404,HIL,HB6546,ABLA,SEE,1966,JNP,-100,2198.392713
1405,HIL,HB6547,ABLA,SEE,1966,JNP,-100,2198.392713
1406,HIL,HB6548,ABLA,SEE,1972,JNP,-100,2198.392713
1407,HIL,HB6549,ABLA,SEE,1968,JNP,-100,2198.392713
1408,HIL,HB6550,ABLA,SEE,1967,JNP,-100,2198.392713
1409,HIL,HB6551,ABLA,SEE,1969,JNP,-100,2198.392713
1410,HIL,HB6552,ABLA,SEE,1971,JNP,-100,2198.392713
1411,HIL,HB6553,ABLA,SEE,1981,JNP,-100,2198.392713
1412,HIL,HB6554,ABLA,SEE,1972,JNP,-100,2198.392713
1413,HIL,HB6555,ABLA,SEE,1962,JNP,-100,2198.392713
1414,HIL,HB6556,ABLA,SEE,1963,JNP,-100,2198.392713
1415,HIL,HB6557,ABLA,SEE,1981,JNP,-100,2198.392713
1416,HIL,HB6558,ABLA,SEE,1982,JNP,-100,2198.392713
1417,HIL,HB6559,ABLA,SEE,1965,JNP,-100,2198.392713
1418,HIL,HB6560,ABLA,SEE,1964,JNP,-100,2198.392713
1419,HIL,HB6561,ABLA,SEE,1963,JNP,-100,2198.392713
1420,HIL,HB6562,ABLA,SEE,1969,JNP,-100,2198.392713
1421,HIL,HB6563,ABLA,SEE,1967,JNP,-100,2198.392713
1422,HIL,HB6564,ABLA,SEE,1984,JNP,-100,2198.392713
1423,HIL,HB6565,ABLA,SEE,1964,JNP,-100,2198.392713
1424,HIL,HB6566,ABLA,SEE,1963,JNP,-100,2198.392713
1425,HIL,HB6567,ABLA,SEE,1979,JNP,-100,2198.392713
1426,HIL,HB6568,ABLA,SEE,1969,JNP,-100,2198.392713
1427,HIL,HC2401,ABLA,MAT,1904,JNP,-75,2205.28481
1428,HIL,HC2402,ABLA,SAP,1888,JNP,-75,2205.28481
1429,HIL,HC2403,ABLA,SAP,1866,JNP,-75,2205.28481
1430,HIL,HC2501,ABLA,MAT,1890,JNP,-75,2205.28481
1431,HIL,HC2502,ABLA,MAT,1853,JNP,-75,2205.28481
1432,HIL,HC2503,ABLA,MAT,1840,JNP,-75,2205.28481
1433,HIL,HC2504,ABLA,SAP,1896,JNP,-75,2205.28481
1434,HIL,HC2505,ABLA,SAP,1901,JNP,-75,2205.28481
1435,HIL,HC2506,ABLA,MAT,1907,JNP,-75,2205.28481
1436,HIL,HC2507,ABLA,SAP,1895,JNP,-75,2205.28481
1437,HIL,HC2508,ABLA,SAP,1905,JNP,-75,2205.28481
1438,HIL,HC2509,ABLA,SAP,1929,JNP,-75,2205.28481
1439,HIL,HC2510,ABLA,SAP,1927,JNP,-75,2205.28481
1440,HIL,HC2511,ABLA,SAP,1908,JNP,-75,2205.28481
1441,HIL,HC2512,ABLA,SAP,1852,JNP,-75,2205.28481
1442,HIL,HC2513,ABLA,SAP,1863,JNP,-75,2205.28481
1443,HIL,HC2514,ABLA,SAP,1914,JNP,-75,2205.28481
1444,HIL,HC2515,ABLA,SAP,1897,JNP,-75,2205.28481
1445,HIL,HC2516,ABLA,SAP,1865,JNP,-75,2205.28481
1446,HIL,HC2517,ABLA,SAP,1927,JNP,-75,2205.28481
1447,HIL,HC3101,ABLA,SAP,1935,JNP,-75,2205.28481
1448,HIL,HC3102,PIEN,SAP,1941,JNP,-75,2205.28481
1449,HIL,HC3103,PIEN,SAP,1936,JNP,-75,2205.28481
1450,HIL,HC3401,ABLA,SAP,1912,JNP,-75,2205.28481
1451,HIL,HC3402,ABLA,SAP,1859,JNP,-75,2205.28481
1452,HIL,HC3403,ABLA,SAP,1855,JNP,-75,2205.28481
1453,HIL,HC3404,ABLA,SAP,1724,JNP,-75,2205.28481
1454,HIL,HC3405,ABLA,SAP,1897,JNP,-75,2205.28481
1455,HIL,HC3406,ABLA,SAP,1900,JNP,-75,2205.28481
1456,HIL,HC3407,ABLA,SAP,1900,JNP,-75,2205.28481
1457,HIL,HC3408,ABLA,SAP,1887,JNP,-75,2205.28481
1458,HIL,HC3409,ABLA,SAP,1899,JNP,-75,2205.28481
1459,HIL,HC3410,ABLA,SAP,1885,JNP,-75,2205.28481
1460,HIL,HC3411,ABLA,SAP,1893,JNP,-75,2205.28481
1461,HIL,HC3412,ABLA,MAT,1749,JNP,-75,2205.28481
1462,HIL,HC3413,ABLA,MAT,1922,JNP,-75,2205.28481
1463,HIL,HC3414,ABLA,SAP,1901,JNP,-75,2205.28481
1464,HIL,HC3501,ABLA,SAP,1858,JNP,-75,2205.28481
1465,HIL,HC3502,ABLA,SAP,1939,JNP,-75,2205.28481
1466,HIL,HC3503,ABLA,SAP,1888,JNP,-75,2205.28481
1467,HIL,HC3504,ABLA,SAP,1890,JNP,-75,2205.28481
1468,HIL,HC3505,ABLA,MAT,1923,JNP,-75,2205.28481
1469,HIL,HC3506,ABLA,MAT,1853,JNP,-75,2205.28481
1470,HIL,HC3507,ABLA,MAT,1929,JNP,-75,2205.28481
1471,HIL,HC3508,ABLA,SAP,1923,JNP,-75,2205.28481
1472,HIL,HC3509,ABLA,SAP,1881,JNP,-75,2205.28481
1473,HIL,HC3510,ABLA,MAT,1872,JNP,-75,2205.28481
1474,HIL,HC3511,ABLA,SAP,1868,JNP,-75,2205.28481
1475,HIL,HC3512,ABLA,SAP,1931,JNP,-75,2205.28481
1476,HIL,HC4101,ABLA,SAP,1930,JNP,-75,2205.28481
1477,HIL,HC4102,PIEN,MAT,1877,JNP,-75,2205.28481
1478,HIL,HC4401,ABLA,MAT,1910,JNP,-75,2205.28481
1479,HIL,HC4402,ABLA,SAP,1883,JNP,-75,2205.28481
1480,HIL,HC4403,ABLA,SAP,1931,JNP,-75,2205.28481
1481,HIL,HC4404,ABLA,SAP,1902,JNP,-75,2205.28481
1482,HIL,HC4405,ABLA,SAP,1843,JNP,-75,2205.28481
1483,HIL,HC4406,ABLA,SAP,1880,JNP,-75,2205.28481
1484,HIL,HC4407,ABLA,SAP,1910,JNP,-75,2205.28481
1485,HIL,HC4408,ABLA,SAP,1884,JNP,-75,2205.28481
1486,HIL,HC4501,PIEN,MAT,1899,JNP,-75,2205.28481
1487,HIL,HC4502,ABLA,SAP,1925,JNP,-75,2205.28481
1488,HIL,HC4503,ABLA,SAP,1894,JNP,-75,2205.28481
1489,HIL,HC4504,ABLA,SAP,1831,JNP,-75,2205.28481
1490,HIL,HC4505,ABLA,SAP,1906,JNP,-75,2205.28481
1491,HIL,HC4506,ABLA,SAP,1906,JNP,-75,2205.28481
1492,HIL,HC4507,ABLA,SAP,1934,JNP,-75,2205.28481
1493,HIL,HC5101,PIEN,SAP,1941,JNP,-75,2205.28481
1494,HIL,HC6101,ABLA,SEE,1961,JNP,-75,2205.28481
1495,HIL,HC6102,ABLA,SEE,1981,JNP,-75,2205.28481
1496,HIL,HC6103,ABLA,SEE,1968,JNP,-75,2205.28481
1497,HIL,HC6104,ABLA,SEE,1963,JNP,-75,2205.28481
1498,HIL,HC6105,ABLA,SEE,1969,JNP,-75,2205.28481
1499,HIL,HC6106,ABLA,SEE,1970,JNP,-75,2205.28481
1500,HIL,HC6107,ABLA,SEE,1971,JNP,-75,2205.28481
1501,HIL,HC6108,ABLA,SEE,1966,JNP,-75,2205.28481
1502,HIL,HC6109,ABLA,SEE,1962,JNP,-75,2205.28481
1503,HIL,HC6110,ABLA,SEE,1968,JNP,-75,2205.28481
1504,HIL,HC6111,ABLA,SEE,1963,JNP,-75,2205.28481
1505,HIL,HC6112,ABLA,SEE,1963,JNP,-75,2205.28481
1506,HIL,HC6113,ABLA,SEE,1964,JNP,-75,2205.28481
1507,HIL,HC6114,ABLA,SEE,1969,JNP,-75,2205.28481
1508,HIL,HC6115,ABLA,SEE,1974,JNP,-75,2205.28481
1509,HIL,HC6116,ABLA,SEE,1966,JNP,-75,2205.28481
1510,HIL,HC6117,ABLA,SEE,1966,JNP,-75,2205.28481
1511,HIL,HC6118,ABLA,SEE,1963,JNP,-75,2205.28481
1512,HIL,HC6119,ABLA,SEE,1965,JNP,-75,2205.28481
1513,HIL,HC6120,ABLA,SEE,1962,JNP,-75,2205.28481
1514,HIL,HC6121,ABLA,SEE,1974,JNP,-75,2205.28481
1515,HIL,HC6122,ABLA,SEE,1971,JNP,-75,2205.28481
1516,HIL,HC6123,ABLA,SEE,1980,JNP,-75,2205.28481
1517,HIL,HC6124,ABLA,SEE,1973,JNP,-75,2205.28481
1518,HIL,HC6125,ABLA,SEE,1973,JNP,-75,2205.28481
1519,HIL,HC6126,ABLA,SEE,1964,JNP,-75,2205.28481
1520,HIL,HC6127,ABLA,SEE,1968,JNP,-75,2205.28481
1521,HIL,HC6128,ABLA,SEE,1965,JNP,-75,2205.28481
1522,HIL,HC6129,ABLA,SEE,1967,JNP,-75,2205.28481
1523,HIL,HC6130,ABLA,SEE,1968,JNP,-75,2205.28481
1524,HIL,HC6131,ABLA,SEE,1963,JNP,-75,2205.28481
1525,HIL,HC6132,ABLA,SEE,1949,JNP,-75,2205.28481
1526,HIL,HC6133,ABLA,SEE,1953,JNP,-75,2205.28481
1527,HIL,HC6134,ABLA,SEE,1962,JNP,-75,2205.28481
1528,HIL,HC6135,ABLA,SEE,1985,JNP,-75,2205.28481
1529,HIL,HC6136,ABLA,SEE,1966,JNP,-75,2205.28481
1530,HIL,HC6137,ABLA,SEE,1971,JNP,-75,2205.28481
1531,HIL,HC6138,ABLA,SEE,1968,JNP,-75,2205.28481
1532,HIL,HC6139,ABLA,SEE,1965,JNP,-75,2205.28481
1533,HIL,HC6140,ABLA,SEE,1974,JNP,-75,2205.28481
1534,HIL,HC6141,ABLA,SEE,1973,JNP,-75,2205.28481
1535,HIL,HC6142,ABLA,SEE,1970,JNP,-75,2205.28481
1536,HIL,HC6143,ABLA,SEE,1968,JNP,-75,2205.28481
1537,HIL,HC6144,ABLA,SEE,1973,JNP,-75,2205.28481
1538,HIL,HC6145,ABLA,SEE,1971,JNP,-75,2205.28481
1539,HIL,HC6146,PIAL,SEE,1972,JNP,-75,2205.28481
1540,HIL,HC6147,ABLA,SEE,1965,JNP,-75,2205.28481
1541,HIL,HC6148,ABLA,SEE,1972,JNP,-75,2205.28481
1542,HIL,HC6149,ABLA,SEE,1976,JNP,-75,2205.28481
1543,HIL,HC6150,ABLA,SEE,1967,JNP,-75,2205.28481
1544,HIL,HC6151,ABLA,SEE,1972,JNP,-75,2205.28481
1545,HIL,HC6152,ABLA,SEE,1967,JNP,-75,2205.28481
1546,HIL,HC6153,ABLA,SEE,1962,JNP,-75,2205.28481
1547,HIL,HC6154,ABLA,SEE,1964,JNP,-75,2205.28481
1548,HIL,HC6155,ABLA,SEE,1964,JNP,-75,2205.28481
1549,HIL,HC6156,ABLA,SEE,1971,JNP,-75,2205.28481
1550,HIL,HC6157,ABLA,SEE,1968,JNP,-75,2205.28481
1551,HIL,HC6158,PIEN,SEE,1970,JNP,-75,2205.28481
1552,HIL,HC6159,ABLA,SEE,1966,JNP,-75,2205.28481
1553,HIL,HC6160,ABLA,SEE,1960,JNP,-75,2205.28481
1554,HIL,HC6161,ABLA,SEE,1966,JNP,-75,2205.28481
1555,HIL,HC6162,ABLA,SEE,1967,JNP,-75,2205.28481
1556,HIL,HC6163,ABLA,SEE,1964,JNP,-75,2205.28481
1557,HIL,HC6164,ABLA,SEE,1986,JNP,-75,2205.28481
1558,HIL,HC6165,ABLA,SEE,1968,JNP,-75,2205.28481
1559,HIL,HC6166,ABLA,SEE,1972,JNP,-75,2205.28481
1560,HIL,HC6167,ABLA,SEE,1965,JNP,-75,2205.28481
1561,HIL,HC6168,ABLA,SEE,1962,JNP,-75,2205.28481
1562,HIL,HC6169,ABLA,SEE,1965,JNP,-75,2205.28481
1563,HIL,HC6170,ABLA,SEE,1967,JNP,-75,2205.28481
1564,HIL,HC6171,ABLA,SEE,1969,JNP,-75,2205.28481
1565,HIL,HC6201,ABLA,SEE,1966,JNP,-75,2205.28481
1566,HIL,HC6202,ABLA,SEE,1963,JNP,-75,2205.28481
1567,HIL,HC6203,ABLA,SEE,1966,JNP,-75,2205.28481
1568,HIL,HC6204,ABLA,SEE,1971,JNP,-75,2205.28481
1569,HIL,HC6205,ABLA,SEE,1970,JNP,-75,2205.28481
1570,HIL,HC6206,ABLA,SEE,1973,JNP,-75,2205.28481
1571,HIL,HC6207,ABLA,SEE,1972,JNP,-75,2205.28481
1572,HIL,HC6208,PIEN,SEE,1960,JNP,-75,2205.28481
1573,HIL,HC6209,ABLA,SEE,1964,JNP,-75,2205.28481
1574,HIL,HC6210,ABLA,SEE,1963,JNP,-75,2205.28481
1575,HIL,HC6211,ABLA,SEE,1968,JNP,-75,2205.28481
1576,HIL,HC6212,ABLA,SEE,1966,JNP,-75,2205.28481
1577,HIL,HC6213,ABLA,SEE,1970,JNP,-75,2205.28481
1578,HIL,HC6214,ABLA,SEE,1969,JNP,-75,2205.28481
1579,HIL,HC6215,ABLA,SEE,1970,JNP,-75,2205.28481
1580,HIL,HC6216,ABLA,SEE,1966,JNP,-75,2205.28481
1581,HIL,HC6217,ABLA,SEE,1970,JNP,-75,2205.28481
1582,HIL,HC6218,ABLA,SEE,1982,JNP,-75,2205.28481
1583,HIL,HC6219,ABLA,SEE,1973,JNP,-75,2205.28481
1584,HIL,HC6220,ABLA,SEE,1966,JNP,-75,2205.28481
1585,HIL,HC6221,ABLA,SEE,1982,JNP,-75,2205.28481
1586,HIL,HC6222,ABLA,SEE,1984,JNP,-75,2205.28481
1587,HIL,HC6223,ABLA,SEE,1964,JNP,-75,2205.28481
1588,HIL,HC6224,ABLA,SEE,1967,JNP,-75,2205.28481
1589,HIL,HC6225,ABLA,SEE,1971,JNP,-75,2205.28481
1590,HIL,HC6226,ABLA,SEE,1969,JNP,-75,2205.28481
1591,HIL,HC6227,ABLA,SEE,1970,JNP,-75,2205.28481
1592,HIL,HC6228,ABLA,SEE,1982,JNP,-75,2205.28481
1593,HIL,HC6229,ABLA,SEE,1981,JNP,-75,2205.28481
1594,HIL,HC6230,ABLA,SEE,1968,JNP,-75,2205.28481
1595,HIL,HC6231,ABLA,SEE,1968,JNP,-75,2205.28481
1596,HIL,HC6232,ABLA,SEE,1979,JNP,-75,2205.28481
1597,HIL,HC6233,ABLA,SEE,1968,JNP,-75,2205.28481
1598,HIL,HC6234,ABLA,SEE,1969,JNP,-75,2205.28481
1599,HIL,HC6235,ABLA,SEE,1964,JNP,-75,2205.28481
1600,HIL,HC6236,ABLA,SEE,1968,JNP,-75,2205.28481
1601,HIL,HC6237,ABLA,SEE,1968,JNP,-75,2205.28481
1602,HIL,HC6238,ABLA,SEE,1969,JNP,-75,2205.28481
1603,HIL,HC6239,ABLA,SEE,1966,JNP,-75,2205.28481
1604,HIL,HC6240,ABLA,SEE,1978,JNP,-75,2205.28481
1605,HIL,HC6241,ABLA,SEE,1981,JNP,-75,2205.28481
1606,HIL,HC6242,ABLA,SEE,1981,JNP,-75,2205.28481
1607,HIL,HC6243,ABLA,SEE,1979,JNP,-75,2205.28481
1608,HIL,HC6244,ABLA,SEE,1967,JNP,-75,2205.28481
1609,HIL,HC6245,ABLA,SEE,1965,JNP,-75,2205.28481
1610,HIL,HC6246,ABLA,SEE,1973,JNP,-75,2205.28481
1611,HIL,HC6247,ABLA,SEE,1984,JNP,-75,2205.28481
1612,HIL,HC6248,ABLA,SEE,1981,JNP,-75,2205.28481
1613,HIL,HC6249,ABLA,SEE,1980,JNP,-75,2205.28481
1614,HIL,HC6250,ABLA,SEE,1980,JNP,-75,2205.28481
1615,HIL,HC6251,ABLA,SEE,1971,JNP,-75,2205.28481
1616,HIL,HC6301,ABLA,SEE,1969,JNP,-75,2205.28481
1617,HIL,HC6302,ABLA,SEE,1984,JNP,-75,2205.28481
1618,HIL,HC6303,ABLA,SEE,1969,JNP,-75,2205.28481
1619,HIL,HC6304,ABLA,SEE,1966,JNP,-75,2205.28481
1620,HIL,HC6305,ABLA,SEE,1971,JNP,-75,2205.28481
1621,HIL,HC6306,ABLA,SEE,1968,JNP,-75,2205.28481
1622,HIL,HC6307,ABLA,SEE,1975,JNP,-75,2205.28481
1623,HIL,HC6308,ABLA,SEE,1980,JNP,-75,2205.28481
1624,HIL,HC6309,ABLA,SEE,1980,JNP,-75,2205.28481
1625,HIL,HC6310,ABLA,SEE,1980,JNP,-75,2205.28481
1626,HIL,HC6311,ABLA,SEE,1972,JNP,-75,2205.28481
1627,HIL,HC6312,ABLA,SEE,1964,JNP,-75,2205.28481
1628,HIL,HC6313,ABLA,SEE,1961,JNP,-75,2205.28481
1629,HIL,HC6314,ABLA,SEE,1974,JNP,-75,2205.28481
1630,HIL,HC6315,ABLA,SEE,1979,JNP,-75,2205.28481
1631,HIL,HC6316,ABLA,SEE,1957,JNP,-75,2205.28481
1632,HIL,HC6317,ABLA,SEE,1963,JNP,-75,2205.28481
1633,HIL,HC6318,ABLA,SEE,1968,JNP,-75,2205.28481
1634,HIL,HC6319,ABLA,SEE,1961,JNP,-75,2205.28481
1635,HIL,HC6320,ABLA,SEE,1969,JNP,-75,2205.28481
1636,HIL,HC6321,ABLA,SEE,1964,JNP,-75,2205.28481
1637,HIL,HC6322,ABLA,SEE,1960,JNP,-75,2205.28481
1638,HIL,HC6323,ABLA,SEE,1965,JNP,-75,2205.28481
1639,HIL,HC6324,ABLA,SEE,1965,JNP,-75,2205.28481
1640,HIL,HC6325,ABLA,SEE,1973,JNP,-75,2205.28481
1641,HIL,HC6326,ABLA,SEE,1980,JNP,-75,2205.28481
1642,HIL,HC6327,ABLA,SEE,1979,JNP,-75,2205.28481
1643,HIL,HC6328,ABLA,SEE,1979,JNP,-75,2205.28481
1644,HIL,HC6329,ABLA,SEE,1974,JNP,-75,2205.28481
1645,HIL,HC6330,ABLA,SEE,1968,JNP,-75,2205.28481
1646,HIL,HC6331,ABLA,SEE,1980,JNP,-75,2205.28481
1647,HIL,HC6332,ABLA,SEE,1968,JNP,-75,2205.28481
1648,HIL,HC6333,ABLA,SEE,1970,JNP,-75,2205.28481
1649,HIL,HC6401,ABLA,SEE,1966,JNP,-75,2205.28481
1650,HIL,HC6402,ABLA,SEE,1966,JNP,-75,2205.28481
1651,HIL,HC6403,ABLA,SEE,1964,JNP,-75,2205.28481
1652,HIL,HC6404,ABLA,SEE,1974,JNP,-75,2205.28481
1653,HIL,HC6405,ABLA,SEE,1967,JNP,-75,2205.28481
1654,HIL,HC6406,ABLA,SEE,1960,JNP,-75,2205.28481
1655,HIL,HC6407,ABLA,SEE,1962,JNP,-75,2205.28481
1656,HIL,HC6408,ABLA,SEE,1963,JNP,-75,2205.28481
1657,HIL,HC6409,ABLA,SEE,1964,JNP,-75,2205.28481
1658,HIL,HC6410,PIEN,SEE,1963,JNP,-75,2205.28481
1659,HIL,HC6411,ABLA,SEE,1980,JNP,-75,2205.28481
1660,HIL,HC6412,ABLA,SEE,1983,JNP,-75,2205.28481
1661,HIL,HC6413,ABLA,SEE,1962,JNP,-75,2205.28481
1662,HIL,HC6414,ABLA,SEE,1963,JNP,-75,2205.28481
1663,HIL,HC6415,ABLA,SEE,1966,JNP,-75,2205.28481
1664,HIL,HC6416,ABLA,SEE,1972,JNP,-75,2205.28481
1665,HIL,HC6417,ABLA,SEE,1970,JNP,-75,2205.28481
1666,HIL,HC6418,ABLA,SEE,1971,JNP,-75,2205.28481
1667,HIL,HC6419,ABLA,SEE,1966,JNP,-75,2205.28481
1668,HIL,HC6420,ABLA,SEE,1967,JNP,-75,2205.28481
1669,HIL,HC6421,ABLA,SEE,1964,JNP,-75,2205.28481
1670,HIL,HC6422,ABLA,SEE,1980,JNP,-75,2205.28481
1671,HIL,HC6423,ABLA,SEE,1968,JNP,-75,2205.28481
1672,HIL,HC6424,ABLA,SEE,1962,JNP,-75,2205.28481
1673,HIL,HC6425,ABLA,SEE,1970,JNP,-75,2205.28481
1674,HIL,HC6426,ABLA,SEE,1964,JNP,-75,2205.28481
1675,HIL,HC6427,ABLA,SEE,1963,JNP,-75,2205.28481
1676,HIL,HC6428,ABLA,SEE,1968,JNP,-75,2205.28481
1677,HIL,HC6429,ABLA,SEE,1975,JNP,-75,2205.28481
1678,HIL,HC6430,ABLA,SEE,1969,JNP,-75,2205.28481
1679,HIL,HC6431,ABLA,SEE,1973,JNP,-75,2205.28481
1680,HIL,HC6432,ABLA,SEE,1976,JNP,-75,2205.28481
1681,HIL,HC6433,ABLA,SEE,1970,JNP,-75,2205.28481
1682,HIL,HC6434,ABLA,SEE,1979,JNP,-75,2205.28481
1683,HIL,HC6435,ABLA,SEE,1964,JNP,-75,2205.28481
1684,HIL,HC6501,ABLA,SEE,1962,JNP,-75,2205.28481
1685,HIL,HC6501,PIEN,SAP,1933,JNP,-75,2205.28481
1686,HIL,HC6502,ABLA,SEE,1964,JNP,-75,2205.28481
1687,HIL,HC6502,PIEN,SAP,1926,JNP,-75,2205.28481
1688,HIL,HC6503,ABLA,SAP,1913,JNP,-75,2205.28481
1689,HIL,HC6503,ABLA,SEE,1968,JNP,-75,2205.28481
1690,HIL,HC6504,ABLA,SEE,1967,JNP,-75,2205.28481
1691,HIL,HC6505,ABLA,SEE,1979,JNP,-75,2205.28481
1692,HIL,HC6506,ABLA,SEE,1981,JNP,-75,2205.28481
1693,HIL,HC6507,ABLA,SEE,1972,JNP,-75,2205.28481
1694,HIL,HC6508,ABLA,SEE,1982,JNP,-75,2205.28481
1695,HIL,HC6509,ABLA,SEE,1964,JNP,-75,2205.28481
1696,HIL,HC6510,ABLA,SEE,1973,JNP,-75,2205.28481
1697,HIL,HC6511,ABLA,SEE,1955,JNP,-75,2205.28481
1698,HIL,HC6512,ABLA,SEE,1968,JNP,-75,2205.28481
1699,HIL,HC6513,ABLA,SEE,1972,JNP,-75,2205.28481
1700,HIL,HC6514,ABLA,SEE,1984,JNP,-75,2205.28481
1701,HIL,HC6515,ABLA,SEE,1967,JNP,-75,2205.28481
1702,HIL,HC6516,ABLA,SEE,1962,JNP,-75,2205.28481
1703,HIL,HC6517,ABLA,SEE,1968,JNP,-75,2205.28481
1704,HIL,HC6518,ABLA,SEE,1981,JNP,-75,2205.28481
1705,HIL,HC6519,ABLA,SEE,1955,JNP,-75,2205.28481
1706,HIL,HC6520,ABLA,SEE,1946,JNP,-75,2205.28481
1707,HIL,HC6521,ABLA,SEE,1939,JNP,-75,2205.28481
1708,HIL,HC6522,ABLA,SEE,1953,JNP,-75,2205.28481
