SiteID,TreeName,Species,Maturity,EstYear,StudyArea,Elev
WIL,WJ5501,PIEN,SEE,1963,JNP,100
WIL,WJ5502,ABLA,SEE,1967,JNP,100
WIL,WJ5503,PIEN,SEE,1971,JNP,100
WIL,WJ5504,PIEN,SEE,1979,JNP,100
WIL,WJ6101,PIEN,SEE,1975,JNP,100
WIL,WJ6102,PIEN,SEE,1971,JNP,100
WIL,WJ6103,PIEN,SEE,1964,JNP,100
WIL,WJ6301,PIEN,SEE,1968,JNP,100
WIL,WJ6401,ABLA,SEE,1967,JNP,100
WIL,WJ6402,PIEN,SEE,1969,JNP,100
WIL,WJ6501,PIEN,SEE,1969,JNP,100
WIL,WJ6502,ABLA,SEE,1951,JNP,100
WIL,WK1101,PIEN,SEE,1963,JNP,125
WIL,WK1102,PIEN,SEE,1972,JNP,125
WIL,WK1103,PIEN,SEE,1975,JNP,125
WIL,WK1104,PIEN,SEE,1964,JNP,125
WIL,WK1105,PIEN,SEE,1977,JNP,125
WIL,WK1106,PIEN,SEE,1979,JNP,125
WIL,WK1107,ABLA,SEE,1978,JNP,125
WIL,WK1108,ABLA,SEE,1950,JNP,125
WIL,WK1109,ABLA,SEE,1963,JNP,125
WIL,WK1110,ABLA,SEE,1954,JNP,125
WIL,WK1201,ABLA,SEE,1974,JNP,125
WIL,WK1301,PIEN,SEE,1976,JNP,125
WIL,WK1302,PIEN,SEE,1965,JNP,125
WIL,WK2101,PIEN,SEE,1967,JNP,125
WIL,WK2102,ABLA,SEE,1966,JNP,125
WIL,WK2103,ABLA,SEE,1974,JNP,125
WIL,WK2104,PIEN,SEE,1964,JNP,125
WIL,WK2201,ABLA,SEE,1971,JNP,125
WIL,WK2301,PIEN,SEE,1980,JNP,125
WIL,WK2302,ABLA,SEE,1974,JNP,125
WIL,WK2303,PIEN,SEE,1972,JNP,125
WIL,WK3101,PIEN,SEE,1974,JNP,125
WIL,WK3102,PIEN,SEE,1974,JNP,125
WIL,WK3103,PIEN,SEE,1979,JNP,125
WIL,WK3104,PIEN,SEE,1962,JNP,125
WIL,WK3105,PIEN,SEE,1964,JNP,125
WIL,WK3106,PIEN,SEE,1969,JNP,125
WIL,WK3107,ABLA,SEE,1974,JNP,125
WIL,WK3201,PIEN,SEE,1968,JNP,125
WIL,WK3202,PIEN,SEE,1975,JNP,125
WIL,WK3203,PIEN,SEE,1975,JNP,125
WIL,WK3204,PIEN,SEE,1963,JNP,125
WIL,WK3301,PIEN,SEE,1979,JNP,125
WIL,WK3302,PIEN,SEE,1970,JNP,125
WIL,WK3303,PIEN,SEE,1967,JNP,125
WIL,WK4101,ABLA,SEE,1969,JNP,125
WIL,WK4102,ABLA,SEE,1964,JNP,125
WIL,WK4201,PIEN,SEE,1971,JNP,125
WIL,WK4202,PIEN,SEE,1982,JNP,125
WIL,WK4301,PIEN,SEE,1970,JNP,125
WIL,WK4302,PIEN,SEE,1974,JNP,125
WIL,WK4303,PIEN,SEE,1977,JNP,125
WIL,WK4304,PIEN,SEE,1975,JNP,125
WIL,WK5101,PIEN,SEE,1986,JNP,125
WIL,WK6201,PIEN,SEE,1969,JNP,125
WIL,WK6202,PIEN,SEE,1987,JNP,125
WIL,WK6501,PIEN,SEE,1962,JNP,125
HIL,HA6101,ABLA,SEE,1966,JNP,-125
HIL,HA6102,ABLA,SEE,1972,JNP,-125
HIL,HA6103,ABLA,SEE,1979,JNP,-125
HIL,HA6104,ABLA,SEE,1977,JNP,-125
HIL,HA6105,ABLA,SEE,1967,JNP,-125
HIL,HA6106,ABLA,SEE,1965,JNP,-125
HIL,HA6107,ABLA,SEE,1958,JNP,-125
HIL,HA6108,ABLA,SEE,1974,JNP,-125
HIL,HA6109,ABLA,SEE,1984,JNP,-125
HIL,HA6110,ABLA,SEE,1966,JNP,-125
HIL,HA6111,ABLA,SEE,1953,JNP,-125
HIL,HA6112,ABLA,SEE,1979,JNP,-125
HIL,HA6113,ABLA,SEE,1955,JNP,-125
HIL,HA6201,ABLA,SEE,1969,JNP,-125
HIL,HA6202,ABLA,SEE,1969,JNP,-125
HIL,HA6203,ABLA,SEE,1969,JNP,-125
HIL,HA6204,PIAL,SEE,1984,JNP,-125
HIL,HA6205,PIAL,SEE,1984,JNP,-125
HIL,HA6206,PIAL,SEE,1985,JNP,-125
HIL,HA6207,PIAL,SEE,1987,JNP,-125
HIL,HA6208,ABLA,SEE,1979,JNP,-125
HIL,HA6209,ABLA,SEE,1981,JNP,-125
HIL,HA6210,ABLA,SEE,1980,JNP,-125
HIL,HA6211,ABLA,SEE,1982,JNP,-125
HIL,HA6212,ABLA,SEE,1978,JNP,-125
HIL,HA6213,ABLA,SEE,1978,JNP,-125
HIL,HA6214,ABLA,SEE,1969,JNP,-125
HIL,HA6215,ABLA,SEE,1966,JNP,-125
HIL,HA6216,ABLA,SEE,1980,JNP,-125
HIL,HA6217,ABLA,SEE,1966,JNP,-125
HIL,HA6218,ABLA,SEE,1977,JNP,-125
HIL,HA6219,ABLA,SEE,1973,JNP,-125
HIL,HA6220,ABLA,SEE,1968,JNP,-125
HIL,HA6221,ABLA,SEE,1966,JNP,-125
HIL,HA6222,ABLA,SEE,1974,JNP,-125
HIL,HA6223,ABLA,SEE,1966,JNP,-125
HIL,HA6224,ABLA,SEE,1949,JNP,-125
HIL,HA6225,ABLA,SEE,1946,JNP,-125
HIL,HA6226,ABLA,SEE,1970,JNP,-125
HIL,HA6227,ABLA,SEE,1967,JNP,-125
HIL,HA6228,ABLA,SEE,1965,JNP,-125
HIL,HA6301,ABLA,SEE,1979,JNP,-125
HIL,HA6302,ABLA,SEE,1970,JNP,-125
HIL,HA6303,ABLA,SEE,1969,JNP,-125
HIL,HA6304,ABLA,SEE,1970,JNP,-125
HIL,HA6305,ABLA,SEE,1965,JNP,-125
HIL,HA6306,PIEN,SEE,1961,JNP,-125
HIL,HA6307,ABLA,SEE,1939,JNP,-125
HIL,HA6308,ABLA,SEE,1967,JNP,-125
HIL,HA6309,ABLA,SEE,1966,JNP,-125
HIL,HA6310,ABLA,SEE,1971,JNP,-125
HIL,HA6311,ABLA,SEE,1970,JNP,-125
HIL,HA6312,ABLA,SEE,1964,JNP,-125
HIL,HA6313,ABLA,SEE,1974,JNP,-125
HIL,HA6314,ABLA,SEE,1966,JNP,-125
HIL,HA6315,ABLA,SEE,1969,JNP,-125
HIL,HA6316,ABLA,SEE,1965,JNP,-125
HIL,HA6317,ABLA,SEE,1968,JNP,-125
HIL,HA6318,ABLA,SEE,1975,JNP,-125
HIL,HA6319,ABLA,SEE,1967,JNP,-125
HIL,HA6320,ABLA,SEE,1978,JNP,-125
HIL,HA6321,ABLA,SEE,1970,JNP,-125
HIL,HA6322,ABLA,SEE,1968,JNP,-125
HIL,HA6323,ABLA,SEE,1976,JNP,-125
HIL,HA6324,ABLA,SEE,1970,JNP,-125
HIL,HA6325,ABLA,SEE,1972,JNP,-125
HIL,HA6326,ABLA,SEE,1969,JNP,-125
HIL,HA6327,ABLA,SEE,1972,JNP,-125
HIL,HA6328,ABLA,SEE,1961,JNP,-125
HIL,HA6329,ABLA,SEE,1971,JNP,-125
HIL,HA6330,ABLA,SEE,1969,JNP,-125
HIL,HA6331,PIEN,SEE,1972,JNP,-125
HIL,HA6332,ABLA,SEE,1980,JNP,-125
HIL,HA6333,PIEN,SEE,1972,JNP,-125
HIL,HA6334,ABLA,SEE,1959,JNP,-125
HIL,HA6335,ABLA,SEE,1956,JNP,-125
HIL,HA6336,ABLA,SEE,1967,JNP,-125
HIL,HA6337,ABLA,SEE,1981,JNP,-125
HIL,HA6338,ABLA,SEE,1966,JNP,-125
HIL,HA6339,ABLA,SEE,1970,JNP,-125
HIL,HA6340,ABLA,SEE,1972,JNP,-125
HIL,HA6341,ABLA,SEE,1968,JNP,-125
HIL,HA6342,ABLA,SEE,1971,JNP,-125
HIL,HA6343,ABLA,SEE,1973,JNP,-125
HIL,HA6344,ABLA,SEE,1969,JNP,-125
HIL,HA6345,ABLA,SEE,1973,JNP,-125
HIL,HA6346,ABLA,SEE,1982,JNP,-125
HIL,HA6347,ABLA,SEE,1976,JNP,-125
HIL,HA6348,ABLA,SEE,1967,JNP,-125
HIL,HA6349,ABLA,SEE,1971,JNP,-125
HIL,HA6350,ABLA,SEE,1978,JNP,-125
HIL,HA6401,ABLA,SAP,1929,JNP,-125
HIL,HA6402,ABLA,SEE,1951,JNP,-125
HIL,HA6403,ABLA,SEE,1944,JNP,-125
HIL,HA6404,ABLA,SEE,1881,JNP,-125
HIL,HA6405,ABLA,SEE,1924,JNP,-125
HIL,HA6406,ABLA,SEE,1910,JNP,-125
HIL,HA6407,ABLA,SAP,1949,JNP,-125
HIL,HA6408,ABLA,SEE,1942,JNP,-125
HIL,HA6501,ABLA,SEE,1984,JNP,-125
HIL,HA6502,ABLA,SEE,1857,JNP,-125
HIL,HA6503,ABLA,SEE,1891,JNP,-125
HIL,HA6504,ABLA,SEE,1877,JNP,-125
HIL,HA6505,ABLA,SEE,1868,JNP,-125
HIL,HB6101,ABLA,SEE,1976,JNP,-100
HIL,HB6102,ABLA,SEE,1972,JNP,-100
HIL,HB6103,ABLA,SEE,1985,JNP,-100
HIL,HB6104,ABLA,SEE,1971,JNP,-100
HIL,HB6201,ABLA,SEE,1929,JNP,-100
HIL,HB6202,ABLA,SEE,1979,JNP,-100
HIL,HB6203,ABLA,SEE,1983,JNP,-100
HIL,HB6204,ABLA,SEE,1969,JNP,-100
HIL,HB6205,ABLA,SEE,1967,JNP,-100
HIL,HB6206,ABLA,SEE,1972,JNP,-100
HIL,HB6207,ABLA,SEE,1966,JNP,-100
HIL,HB6208,ABLA,SEE,1969,JNP,-100
HIL,HB6209,ABLA,SEE,1977,JNP,-100
HIL,HB6301,ABLA,SEE,1976,JNP,-100
HIL,HB6302,ABLA,SEE,1962,JNP,-100
HIL,HB6303,ABLA,SEE,1965,JNP,-100
HIL,HB6304,ABLA,SEE,1971,JNP,-100
HIL,HB6305,ABLA,SEE,1965,JNP,-100
HIL,HB6306,ABLA,SEE,1966,JNP,-100
HIL,HB6307,ABLA,SEE,1976,JNP,-100
HIL,HB6308,ABLA,SEE,1944,JNP,-100
HIL,HB6309,ABLA,SEE,1954,JNP,-100
HIL,HB6401,ABLA,SEE,1940,JNP,-100
HIL,HB6402,ABLA,SEE,1951,JNP,-100
HIL,HB6403,ABLA,SEE,1945,JNP,-100
HIL,HB6404,ABLA,SEE,1958,JNP,-100
HIL,HB6405,ABLA,SEE,1921,JNP,-100
HIL,HB6406,ABLA,SEE,1952,JNP,-100
HIL,HB6407,ABLA,SEE,1945,JNP,-100
HIL,HB6408,ABLA,SEE,1941,JNP,-100
HIL,HB6409,ABLA,SEE,1943,JNP,-100
HIL,HB6410,ABLA,SEE,1926,JNP,-100
HIL,HB6411,ABLA,SEE,1965,JNP,-100
HIL,HB6412,ABLA,SEE,1949,JNP,-100
HIL,HB6413,ABLA,SEE,1972,JNP,-100
HIL,HB6414,ABLA,SEE,1925,JNP,-100
HIL,HB6415,ABLA,SEE,1969,JNP,-100
HIL,HB6416,ABLA,SEE,1957,JNP,-100
HIL,HB6417,ABLA,SEE,1962,JNP,-100
HIL,HB6418,ABLA,SEE,1928,JNP,-100
HIL,HB6419,ABLA,SEE,1969,JNP,-100
HIL,HB6420,ABLA,SEE,1969,JNP,-100
HIL,HB6421,PIEN,SEE,1972,JNP,-100
HIL,HB6422,ABLA,SEE,1963,JNP,-100
HIL,HB6423,ABLA,SEE,1963,JNP,-100
HIL,HB6424,ABLA,SEE,1973,JNP,-100
HIL,HB6425,ABLA,SEE,1972,JNP,-100
HIL,HB6426,ABLA,SEE,1967,JNP,-100
HIL,HB6427,ABLA,SEE,1980,JNP,-100
HIL,HB6428,ABLA,SEE,1966,JNP,-100
HIL,HB6429,ABLA,SEE,1964,JNP,-100
HIL,HB6430,ABLA,SEE,1960,JNP,-100
HIL,HB6431,ABLA,SEE,1948,JNP,-100
HIL,HB6432,ABLA,SEE,1963,JNP,-100
HIL,HB6433,ABLA,SEE,1970,JNP,-100
HIL,HB6434,ABLA,SEE,1966,JNP,-100
HIL,HB6435,ABLA,SEE,1970,JNP,-100
HIL,HB6436,ABLA,SEE,1933,JNP,-100
HIL,HB6437,ABLA,SEE,1932,JNP,-100
HIL,HB6438,ABLA,SEE,1943,JNP,-100
HIL,HB6439,ABLA,SEE,1955,JNP,-100
HIL,HB6440,ABLA,SEE,1923,JNP,-100
HIL,HB6441,ABLA,SEE,1945,JNP,-100
HIL,HB6442,ABLA,SEE,1948,JNP,-100
HIL,HB6443,ABLA,SEE,1945,JNP,-100
HIL,HB6444,ABLA,SEE,1938,JNP,-100
HIL,HB6445,ABLA,SEE,1916,JNP,-100
HIL,HB6446,ABLA,SEE,1935,JNP,-100
HIL,HB6447,ABLA,SEE,1939,JNP,-100
HIL,HB6448,ABLA,SEE,1927,JNP,-100
HIL,HB6449,ABLA,SEE,1942,JNP,-100
HIL,HB6450,ABLA,SEE,1948,JNP,-100
HIL,HB6451,ABLA,SEE,1938,JNP,-100
HIL,HB6452,ABLA,SEE,1919,JNP,-100
HIL,HB6453,ABLA,SEE,1946,JNP,-100
HIL,HB6454,ABLA,SEE,1932,JNP,-100
HIL,HB6455,ABLA,SEE,1968,JNP,-100
HIL,HB6456,ABLA,SEE,1941,JNP,-100
HIL,HB6457,ABLA,SEE,1959,JNP,-100
HIL,HB6458,ABLA,SEE,1943,JNP,-100
HIL,HB6459,ABLA,SEE,1953,JNP,-100
HIL,HB6460,ABLA,SEE,1932,JNP,-100
HIL,HB6461,ABLA,SEE,1943,JNP,-100
HIL,HB6462,ABLA,SEE,1928,JNP,-100
HIL,HB6463,ABLA,SEE,1954,JNP,-100
HIL,HB6464,ABLA,SEE,1950,JNP,-100
HIL,HB6465,ABLA,SEE,1954,JNP,-100
HIL,HB6466,ABLA,SEE,1955,JNP,-100
HIL,HB6467,ABLA,SEE,1958,JNP,-100
HIL,HB6468,ABLA,SEE,1933,JNP,-100
HIL,HB6469,ABLA,SEE,1925,JNP,-100
HIL,HB6470,ABLA,SEE,1946,JNP,-100
HIL,HB6471,ABLA,SEE,1939,JNP,-100
HIL,HB6472,ABLA,SEE,1950,JNP,-100
HIL,HB6473,ABLA,SEE,1941,JNP,-100
HIL,HB6474,ABLA,SEE,1936,JNP,-100
HIL,HB6475,ABLA,SEE,1965,JNP,-100
HIL,HB6476,ABLA,SEE,1947,JNP,-100
HIL,HB6477,ABLA,SEE,1883,JNP,-100
HIL,HB6478,ABLA,SEE,1951,JNP,-100
HIL,HB6479,ABLA,SEE,1945,JNP,-100
HIL,HB6480,ABLA,SEE,1949,JNP,-100
HIL,HB6481,ABLA,SEE,1928,JNP,-100
HIL,HB6482,ABLA,SEE,1942,JNP,-100
HIL,HB6483,ABLA,SEE,1923,JNP,-100
HIL,HB6484,ABLA,SEE,1958,JNP,-100
HIL,HB6485,ABLA,SEE,1932,JNP,-100
HIL,HB6486,ABLA,SEE,1923,JNP,-100
HIL,HB6487,ABLA,SEE,1914,JNP,-100
HIL,HB6501,ABLA,SEE,1964,JNP,-100
HIL,HB6502,ABLA,SEE,1972,JNP,-100
HIL,HB6503,PIEN,SEE,1967,JNP,-100
HIL,HB6504,ABLA,SEE,1962,JNP,-100
HIL,HB6505,ABLA,SEE,1966,JNP,-100
HIL,HB6506,ABLA,SEE,1980,JNP,-100
HIL,HB6507,ABLA,SEE,1984,JNP,-100
HIL,HB6508,ABLA,SEE,1971,JNP,-100
HIL,HB6509,ABLA,SEE,1973,JNP,-100
HIL,HB6510,ABLA,SEE,1944,JNP,-100
HIL,HB6511,ABLA,SEE,1964,JNP,-100
HIL,HB6512,ABLA,SEE,1971,JNP,-100
HIL,HB6513,ABLA,SEE,1965,JNP,-100
HIL,HB6514,ABLA,SEE,1969,JNP,-100
HIL,HB6515,PIEN,SEE,1974,JNP,-100
HIL,HB6516,ABLA,SEE,1961,JNP,-100
HIL,HB6517,ABLA,SEE,1981,JNP,-100
HIL,HB6518,ABLA,SEE,1966,JNP,-100
HIL,HB6519,ABLA,SEE,1973,JNP,-100
HIL,HB6520,ABLA,SEE,1967,JNP,-100
HIL,HB6521,ABLA,SEE,1967,JNP,-100
HIL,HB6522,ABLA,SEE,1982,JNP,-100
HIL,HB6523,ABLA,SEE,1979,JNP,-100
HIL,HB6524,ABLA,SEE,1968,JNP,-100
HIL,HB6525,ABLA,SEE,1965,JNP,-100
HIL,HB6526,ABLA,SEE,1966,JNP,-100
HIL,HB6527,ABLA,SEE,1968,JNP,-100
HIL,HB6528,ABLA,SEE,1981,JNP,-100
HIL,HB6529,ABLA,SEE,1966,JNP,-100
HIL,HB6530,ABLA,SEE,1968,JNP,-100
HIL,HB6531,ABLA,SEE,1970,JNP,-100
HIL,HB6532,ABLA,SEE,1968,JNP,-100
HIL,HB6533,ABLA,SEE,1972,JNP,-100
HIL,HB6534,ABLA,SEE,1964,JNP,-100
HIL,HB6535,ABLA,SEE,1964,JNP,-100
HIL,HB6536,ABLA,SEE,1981,JNP,-100
HIL,HB6537,ABLA,SEE,1965,JNP,-100
HIL,HB6538,ABLA,SEE,1972,JNP,-100
HIL,HB6539,ABLA,SEE,1970,JNP,-100
HIL,HB6540,ABLA,SEE,1971,JNP,-100
HIL,HB6541,ABLA,SEE,1967,JNP,-100
HIL,HB6542,ABLA,SEE,1966,JNP,-100
HIL,HB6543,ABLA,SEE,1969,JNP,-100
HIL,HB6544,ABLA,SEE,1966,JNP,-100
HIL,HB6545,ABLA,SEE,1968,JNP,-100
HIL,HB6546,ABLA,SEE,1966,JNP,-100
HIL,HB6547,ABLA,SEE,1966,JNP,-100
HIL,HB6548,ABLA,SEE,1972,JNP,-100
HIL,HB6549,ABLA,SEE,1968,JNP,-100
HIL,HB6550,ABLA,SEE,1967,JNP,-100
HIL,HB6551,ABLA,SEE,1969,JNP,-100
HIL,HB6552,ABLA,SEE,1971,JNP,-100
HIL,HB6553,ABLA,SEE,1981,JNP,-100
HIL,HB6554,ABLA,SEE,1972,JNP,-100
HIL,HB6555,ABLA,SEE,1962,JNP,-100
HIL,HB6556,ABLA,SEE,1963,JNP,-100
HIL,HB6557,ABLA,SEE,1981,JNP,-100
HIL,HB6558,ABLA,SEE,1982,JNP,-100
HIL,HB6559,ABLA,SEE,1965,JNP,-100
HIL,HB6560,ABLA,SEE,1964,JNP,-100
HIL,HB6561,ABLA,SEE,1963,JNP,-100
HIL,HB6562,ABLA,SEE,1969,JNP,-100
HIL,HB6563,ABLA,SEE,1967,JNP,-100
HIL,HB6564,ABLA,SEE,1984,JNP,-100
HIL,HB6565,ABLA,SEE,1964,JNP,-100
HIL,HB6566,ABLA,SEE,1963,JNP,-100
HIL,HB6567,ABLA,SEE,1979,JNP,-100
HIL,HB6568,ABLA,SEE,1969,JNP,-100
HIL,HC6101,ABLA,SEE,1961,JNP,-75
HIL,HC6102,ABLA,SEE,1981,JNP,-75
HIL,HC6103,ABLA,SEE,1968,JNP,-75
HIL,HC6104,ABLA,SEE,1963,JNP,-75
HIL,HC6105,ABLA,SEE,1969,JNP,-75
HIL,HC6106,ABLA,SEE,1970,JNP,-75
HIL,HC6107,ABLA,SEE,1971,JNP,-75
HIL,HC6108,ABLA,SEE,1966,JNP,-75
HIL,HC6109,ABLA,SEE,1962,JNP,-75
HIL,HC6110,ABLA,SEE,1968,JNP,-75
HIL,HC6111,ABLA,SEE,1963,JNP,-75
HIL,HC6112,ABLA,SEE,1963,JNP,-75
HIL,HC6113,ABLA,SEE,1964,JNP,-75
HIL,HC6114,ABLA,SEE,1969,JNP,-75
HIL,HC6115,ABLA,SEE,1974,JNP,-75
HIL,HC6116,ABLA,SEE,1966,JNP,-75
HIL,HC6117,ABLA,SEE,1966,JNP,-75
HIL,HC6118,ABLA,SEE,1963,JNP,-75
HIL,HC6119,ABLA,SEE,1965,JNP,-75
HIL,HC6120,ABLA,SEE,1962,JNP,-75
HIL,HC6121,ABLA,SEE,1974,JNP,-75
HIL,HC6122,ABLA,SEE,1971,JNP,-75
HIL,HC6123,ABLA,SEE,1980,JNP,-75
HIL,HC6124,ABLA,SEE,1973,JNP,-75
HIL,HC6125,ABLA,SEE,1973,JNP,-75
HIL,HC6126,ABLA,SEE,1964,JNP,-75
HIL,HC6127,ABLA,SEE,1968,JNP,-75
HIL,HC6128,ABLA,SEE,1965,JNP,-75
HIL,HC6129,ABLA,SEE,1967,JNP,-75
HIL,HC6130,ABLA,SEE,1968,JNP,-75
HIL,HC6131,ABLA,SEE,1963,JNP,-75
HIL,HC6132,ABLA,SEE,1949,JNP,-75
HIL,HC6133,ABLA,SEE,1953,JNP,-75
HIL,HC6134,ABLA,SEE,1962,JNP,-75
HIL,HC6135,ABLA,SEE,1985,JNP,-75
HIL,HC6136,ABLA,SEE,1966,JNP,-75
HIL,HC6137,ABLA,SEE,1971,JNP,-75
HIL,HC6138,ABLA,SEE,1968,JNP,-75
HIL,HC6139,ABLA,SEE,1965,JNP,-75
HIL,HC6140,ABLA,SEE,1974,JNP,-75
HIL,HC6141,ABLA,SEE,1973,JNP,-75
HIL,HC6142,ABLA,SEE,1970,JNP,-75
HIL,HC6143,ABLA,SEE,1968,JNP,-75
HIL,HC6144,ABLA,SEE,1973,JNP,-75
HIL,HC6145,ABLA,SEE,1971,JNP,-75
HIL,HC6146,PIAL,SEE,1972,JNP,-75
HIL,HC6147,ABLA,SEE,1965,JNP,-75
HIL,HC6148,ABLA,SEE,1972,JNP,-75
HIL,HC6149,ABLA,SEE,1976,JNP,-75
HIL,HC6150,ABLA,SEE,1967,JNP,-75
HIL,HC6151,ABLA,SEE,1972,JNP,-75
HIL,HC6152,ABLA,SEE,1967,JNP,-75
HIL,HC6153,ABLA,SEE,1962,JNP,-75
HIL,HC6154,ABLA,SEE,1964,JNP,-75
HIL,HC6155,ABLA,SEE,1964,JNP,-75
HIL,HC6156,ABLA,SEE,1971,JNP,-75
HIL,HC6157,ABLA,SEE,1968,JNP,-75
HIL,HC6158,PIEN,SEE,1970,JNP,-75
HIL,HC6159,ABLA,SEE,1966,JNP,-75
HIL,HC6160,ABLA,SEE,1960,JNP,-75
HIL,HC6161,ABLA,SEE,1966,JNP,-75
HIL,HC6162,ABLA,SEE,1967,JNP,-75
HIL,HC6163,ABLA,SEE,1964,JNP,-75
HIL,HC6164,ABLA,SEE,1986,JNP,-75
HIL,HC6165,ABLA,SEE,1968,JNP,-75
HIL,HC6166,ABLA,SEE,1972,JNP,-75
HIL,HC6167,ABLA,SEE,1965,JNP,-75
HIL,HC6168,ABLA,SEE,1962,JNP,-75
HIL,HC6169,ABLA,SEE,1965,JNP,-75
HIL,HC6170,ABLA,SEE,1967,JNP,-75
HIL,HC6171,ABLA,SEE,1969,JNP,-75
HIL,HC6201,ABLA,SEE,1966,JNP,-75
HIL,HC6202,ABLA,SEE,1963,JNP,-75
HIL,HC6203,ABLA,SEE,1966,JNP,-75
HIL,HC6204,ABLA,SEE,1971,JNP,-75
HIL,HC6205,ABLA,SEE,1970,JNP,-75
HIL,HC6206,ABLA,SEE,1973,JNP,-75
HIL,HC6207,ABLA,SEE,1972,JNP,-75
HIL,HC6208,PIEN,SEE,1960,JNP,-75
HIL,HC6209,ABLA,SEE,1964,JNP,-75
HIL,HC6210,ABLA,SEE,1963,JNP,-75
HIL,HC6211,ABLA,SEE,1968,JNP,-75
HIL,HC6212,ABLA,SEE,1966,JNP,-75
HIL,HC6213,ABLA,SEE,1970,JNP,-75
HIL,HC6214,ABLA,SEE,1969,JNP,-75
HIL,HC6215,ABLA,SEE,1970,JNP,-75
HIL,HC6216,ABLA,SEE,1966,JNP,-75
HIL,HC6217,ABLA,SEE,1970,JNP,-75
HIL,HC6218,ABLA,SEE,1982,JNP,-75
HIL,HC6219,ABLA,SEE,1973,JNP,-75
HIL,HC6220,ABLA,SEE,1966,JNP,-75
HIL,HC6221,ABLA,SEE,1982,JNP,-75
HIL,HC6222,ABLA,SEE,1984,JNP,-75
HIL,HC6223,ABLA,SEE,1964,JNP,-75
HIL,HC6224,ABLA,SEE,1967,JNP,-75
HIL,HC6225,ABLA,SEE,1971,JNP,-75
HIL,HC6226,ABLA,SEE,1969,JNP,-75
HIL,HC6227,ABLA,SEE,1970,JNP,-75
HIL,HC6228,ABLA,SEE,1982,JNP,-75
HIL,HC6229,ABLA,SEE,1981,JNP,-75
HIL,HC6230,ABLA,SEE,1968,JNP,-75
HIL,HC6231,ABLA,SEE,1968,JNP,-75
HIL,HC6232,ABLA,SEE,1979,JNP,-75
HIL,HC6233,ABLA,SEE,1968,JNP,-75
HIL,HC6234,ABLA,SEE,1969,JNP,-75
HIL,HC6235,ABLA,SEE,1964,JNP,-75
HIL,HC6236,ABLA,SEE,1968,JNP,-75
HIL,HC6237,ABLA,SEE,1968,JNP,-75
HIL,HC6238,ABLA,SEE,1969,JNP,-75
HIL,HC6239,ABLA,SEE,1966,JNP,-75
HIL,HC6240,ABLA,SEE,1978,JNP,-75
HIL,HC6241,ABLA,SEE,1981,JNP,-75
HIL,HC6242,ABLA,SEE,1981,JNP,-75
HIL,HC6243,ABLA,SEE,1979,JNP,-75
HIL,HC6244,ABLA,SEE,1967,JNP,-75
HIL,HC6245,ABLA,SEE,1965,JNP,-75
HIL,HC6246,ABLA,SEE,1973,JNP,-75
HIL,HC6247,ABLA,SEE,1984,JNP,-75
HIL,HC6248,ABLA,SEE,1981,JNP,-75
HIL,HC6249,ABLA,SEE,1980,JNP,-75
HIL,HC6250,ABLA,SEE,1980,JNP,-75
HIL,HC6251,ABLA,SEE,1971,JNP,-75
HIL,HC6301,ABLA,SEE,1969,JNP,-75
HIL,HC6302,ABLA,SEE,1984,JNP,-75
HIL,HC6303,ABLA,SEE,1969,JNP,-75
HIL,HC6304,ABLA,SEE,1966,JNP,-75
HIL,HC6305,ABLA,SEE,1971,JNP,-75
HIL,HC6306,ABLA,SEE,1968,JNP,-75
HIL,HC6307,ABLA,SEE,1975,JNP,-75
HIL,HC6308,ABLA,SEE,1980,JNP,-75
HIL,HC6309,ABLA,SEE,1980,JNP,-75
HIL,HC6310,ABLA,SEE,1980,JNP,-75
HIL,HC6311,ABLA,SEE,1972,JNP,-75
HIL,HC6312,ABLA,SEE,1964,JNP,-75
HIL,HC6313,ABLA,SEE,1961,JNP,-75
HIL,HC6314,ABLA,SEE,1974,JNP,-75
HIL,HC6315,ABLA,SEE,1979,JNP,-75
HIL,HC6316,ABLA,SEE,1957,JNP,-75
HIL,HC6317,ABLA,SEE,1963,JNP,-75
HIL,HC6318,ABLA,SEE,1968,JNP,-75
HIL,HC6319,ABLA,SEE,1961,JNP,-75
HIL,HC6320,ABLA,SEE,1969,JNP,-75
HIL,HC6321,ABLA,SEE,1964,JNP,-75
HIL,HC6322,ABLA,SEE,1960,JNP,-75
HIL,HC6323,ABLA,SEE,1965,JNP,-75
HIL,HC6324,ABLA,SEE,1965,JNP,-75
HIL,HC6325,ABLA,SEE,1973,JNP,-75
HIL,HC6326,ABLA,SEE,1980,JNP,-75
HIL,HC6327,ABLA,SEE,1979,JNP,-75
HIL,HC6328,ABLA,SEE,1979,JNP,-75
HIL,HC6329,ABLA,SEE,1974,JNP,-75
HIL,HC6330,ABLA,SEE,1968,JNP,-75
HIL,HC6331,ABLA,SEE,1980,JNP,-75
HIL,HC6332,ABLA,SEE,1968,JNP,-75
HIL,HC6333,ABLA,SEE,1970,JNP,-75
HIL,HC6401,ABLA,SEE,1966,JNP,-75
HIL,HC6402,ABLA,SEE,1966,JNP,-75
HIL,HC6403,ABLA,SEE,1964,JNP,-75
HIL,HC6404,ABLA,SEE,1974,JNP,-75
HIL,HC6405,ABLA,SEE,1967,JNP,-75
